Name,variable,value,score
Swaziland,Current health expenditure per capita (current US$),220.59,4.00
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),,
Seychelles,Current health expenditure per capita (current US$),596.92,7.00
Syria,Current health expenditure per capita (current US$),66.14,2.00
Turks and Caicos Islands,Current health expenditure per capita (current US$),,
Chad,Current health expenditure per capita (current US$),31.69,1.00
Togo,Current health expenditure per capita (current US$),38.77,2.00
Thailand,Current health expenditure per capita (current US$),221.92,4.00
Timor,Current health expenditure per capita (current US$),79.89,3.00
Trinidad and Tobago,Current health expenditure per capita (current US$),1063.83,8.00
Tunisia,Current health expenditure per capita (current US$),256.50,5.00
Turkey,Current health expenditure per capita (current US$),468.65,6.00
Tanzania,Current health expenditure per capita (current US$),35.50,1.00
Uganda,Current health expenditure per capita (current US$),37.61,1.00
Ukraine,Current health expenditure per capita (current US$),141.19,4.00
Uruguay,Current health expenditure per capita (current US$),1379.10,8.00
United States,Current health expenditure per capita (current US$),9869.74,10.00
Uzbekistan,Current health expenditure per capita (current US$),135.11,4.00
Saint Vincent and the Grenadines,Current health expenditure per capita (current US$),250.22,5.00
Venezuela,Current health expenditure per capita (current US$),1578.44,9.00
British Virgin Islands,Current health expenditure per capita (current US$),,
United States Virgin Islands,Current health expenditure per capita (current US$),,
Vietnam,Current health expenditure per capita (current US$),122.84,3.00
Kosovo,Current health expenditure per capita (current US$),,
South Africa,Current health expenditure per capita (current US$),428.18,6.00
Zambia,Current health expenditure per capita (current US$),56.54,2.00
Zimbabwe,Current health expenditure per capita (current US$),93.94,3.00
Aruba,"International tourism, number of arrivals",1082000.00,4.00
Afghanistan,"International tourism, number of arrivals",,
Angola,"International tourism, number of arrivals",218000.00,2.00
Albania,"International tourism, number of arrivals",5340000.00,8.00
Andorra,"International tourism, number of arrivals",3042000.00,7.00
United Arab Emirates,"International tourism, number of arrivals",21286000.00,10.00
Argentina,"International tourism, number of arrivals",6942000.00,8.00
Armenia,"International tourism, number of arrivals",1652000.00,5.00
Antigua and Barbuda,"International tourism, number of arrivals",269000.00,2.00
Australia,"International tourism, number of arrivals",9246000.00,8.00
Austria,"International tourism, number of arrivals",30816000.00,10.00
Azerbaijan,"International tourism, number of arrivals",2633000.00,6.00
Burundi,"International tourism, number of arrivals",299000.00,3.00
Belgium,"International tourism, number of arrivals",9119000.00,8.00
Benin,"International tourism, number of arrivals",295000.00,2.00
Burkina Faso,"International tourism, number of arrivals",144000.00,2.00
Bangladesh,"International tourism, number of arrivals",1026000.00,4.00
Bulgaria,"International tourism, number of arrivals",9273000.00,8.00
Bahrain,"International tourism, number of arrivals",12045000.00,9.00
Bahamas,"International tourism, number of arrivals",1633000.00,5.00
Bosnia and Herzegovina,"International tourism, number of arrivals",1053000.00,4.00
Belarus,"International tourism, number of arrivals",11501600.00,9.00
Belize,"International tourism, number of arrivals",489000.00,3.00
Bermuda,"International tourism, number of arrivals",282000.00,2.00
Bolivia,"International tourism, number of arrivals",1142000.00,5.00
Brazil,"International tourism, number of arrivals",6621000.00,8.00
Barbados,"International tourism, number of arrivals",680000.00,4.00
Brunei,"International tourism, number of arrivals",278000.00,2.00
Bhutan,"International tourism, number of arrivals",274000.00,2.00
Botswana,"International tourism, number of arrivals",1623000.00,5.00
Central African Republic,"International tourism, number of arrivals",107000.00,1.00
Canada,"International tourism, number of arrivals",21134000.00,10.00
Switzerland,"International tourism, number of arrivals",10362000.00,8.00
Chile,"International tourism, number of arrivals",5723000.00,8.00
China,"International tourism, number of arrivals",62900000.00,10.00
Cote d'Ivoire,"International tourism, number of arrivals",1965000.00,6.00
Cameroon,"International tourism, number of arrivals",1081000.00,4.00
Democratic Republic of Congo,"International tourism, number of arrivals",351000.00,3.00
Congo,"International tourism, number of arrivals",156000.00,2.00
Colombia,"International tourism, number of arrivals",3904000.00,7.00
Cape Verde,"International tourism, number of arrivals",710000.00,4.00
Costa Rica,"International tourism, number of arrivals",3017000.00,6.00
Cuba,"International tourism, number of arrivals",4684000.00,7.00
Curacao,"International tourism, number of arrivals",432000.00,3.00
Cayman Islands,"International tourism, number of arrivals",463000.00,3.00
Cyprus,"International tourism, number of arrivals",3939000.00,7.00
Czech Republic,"International tourism, number of arrivals",10611000.00,9.00
Germany,"International tourism, number of arrivals",38881000.00,10.00
Djibouti,"International tourism, number of arrivals",63000.00,1.00
Dominica,"International tourism, number of arrivals",63000.00,1.00
Denmark,"International tourism, number of arrivals",12749000.00,9.00
Dominican Republic,"International tourism, number of arrivals",6569000.00,8.00
Algeria,"International tourism, number of arrivals",2657000.00,6.00
Ecuador,"International tourism, number of arrivals",2535000.00,6.00
Egypt,"International tourism, number of arrivals",11196000.00,9.00
Eritrea,"International tourism, number of arrivals",142000.00,1.00
Spain,"International tourism, number of arrivals",82773000.00,10.00
Estonia,"International tourism, number of arrivals",3234000.00,7.00
Ethiopia,"International tourism, number of arrivals",849000.00,4.00
Finland,"International tourism, number of arrivals",3224000.00,7.00
Fiji,"International tourism, number of arrivals",870000.00,4.00
France,"International tourism, number of arrivals",89322000.00,10.00
Faeroe Islands,"International tourism, number of arrivals",,
Gabon,"International tourism, number of arrivals",269000.00,2.00
United Kingdom,"International tourism, number of arrivals",36316000.00,10.00
Georgia,"International tourism, number of arrivals",4757000.00,7.00
Ghana,"International tourism, number of arrivals",897000.00,4.00
Gibraltar,"International tourism, number of arrivals",,
Guinea,"International tourism, number of arrivals",99000.00,1.00
Gambia,"International tourism, number of arrivals",552000.00,3.00
Guinea-Bissau,"International tourism, number of arrivals",45200.00,1.00
Equatorial Guinea,"International tourism, number of arrivals",,
Greece,"International tourism, number of arrivals",30123000.00,10.00
Grenada,"International tourism, number of arrivals",185000.00,2.00
Greenland,"International tourism, number of arrivals",,
Guatemala,"International tourism, number of arrivals",1781000.00,5.00
Guam,"International tourism, number of arrivals",1549000.00,5.00
Guyana,"International tourism, number of arrivals",287000.00,2.00
Honduras,"International tourism, number of arrivals",851000.00,4.00
Croatia,"International tourism, number of arrivals",16645000.00,9.00
Haiti,"International tourism, number of arrivals",447000.00,3.00
Hungary,"International tourism, number of arrivals",17552000.00,9.00
Indonesia,"International tourism, number of arrivals",15810000.00,9.00
Isle of Man,"International tourism, number of arrivals",,
India,"International tourism, number of arrivals",17423000.00,9.00
Ireland,"International tourism, number of arrivals",10926000.00,9.00
Iran,"International tourism, number of arrivals",7295000.00,8.00
Iraq,"International tourism, number of arrivals",892000.00,4.00
Iceland,"International tourism, number of arrivals",2343800.00,6.00
Israel,"International tourism, number of arrivals",4121000.00,7.00
Italy,"International tourism, number of arrivals",61567200.00,10.00
Jamaica,"International tourism, number of arrivals",2473000.00,6.00
Jordan,"International tourism, number of arrivals",4150000.00,7.00
Japan,"International tourism, number of arrivals",31192000.00,10.00
Kazakhstan,"International tourism, number of arrivals",8789000.00,8.00
Kenya,"International tourism, number of arrivals",1364000.00,5.00
Kyrgyzstan,"International tourism, number of arrivals",423000.00,3.00
Cambodia,"International tourism, number of arrivals",6201000.00,8.00
Saint Kitts and Nevis,"International tourism, number of arrivals",125000.00,1.00
South Korea,"International tourism, number of arrivals",15347000.00,9.00
Kuwait,"International tourism, number of arrivals",8508000.00,8.00
Laos,"International tourism, number of arrivals",3770000.00,7.00
Lebanon,"International tourism, number of arrivals",1964000.00,6.00
Liberia,"International tourism, number of arrivals",,
Libya,"International tourism, number of arrivals",142000.00,1.00
Saint Lucia,"International tourism, number of arrivals",395000.00,3.00
Liechtenstein,"International tourism, number of arrivals",85300.00,1.00
Sri Lanka,"International tourism, number of arrivals",2334000.00,6.00
Lithuania,"International tourism, number of arrivals",2825000.00,6.00
Luxembourg,"International tourism, number of arrivals",1018000.00,4.00
Latvia,"International tourism, number of arrivals",1946000.00,6.00
Morocco,"International tourism, number of arrivals",12289000.00,9.00
Monaco,"International tourism, number of arrivals",347000.00,3.00
Moldova,"International tourism, number of arrivals",160000.00,2.00
Madagascar,"International tourism, number of arrivals",291000.00,2.00
Maldives,"International tourism, number of arrivals",1484000.00,5.00
Mexico,"International tourism, number of arrivals",41313000.00,10.00
Macedonia,"International tourism, number of arrivals",707000.00,4.00
Mali,"International tourism, number of arrivals",14000.00,1.00
Malta,"International tourism, number of arrivals",2599000.00,6.00
Myanmar,"International tourism, number of arrivals",3551000.00,7.00
Montenegro,"International tourism, number of arrivals",2077000.00,6.00
Mongolia,"International tourism, number of arrivals",529000.00,3.00
Mariana Islands,"International tourism, number of arrivals",517000.00,3.00
Mozambique,"International tourism, number of arrivals",2743000.00,6.00
Mauritania,"International tourism, number of arrivals",30000.00,1.00
Mauritius,"International tourism, number of arrivals",1399000.00,5.00
Malaysia,"International tourism, number of arrivals",25832000.00,10.00
Namibia,"International tourism, number of arrivals",1499000.00,5.00
New Caledonia,"International tourism, number of arrivals",120000.00,1.00
Niger,"International tourism, number of arrivals",157000.00,2.00
Nigeria,"International tourism, number of arrivals",5265000.00,7.00
Nicaragua,"International tourism, number of arrivals",1256000.00,5.00
Netherlands,"International tourism, number of arrivals",18780000.00,10.00
Norway,"International tourism, number of arrivals",5688000.00,8.00
Nepal,"International tourism, number of arrivals",1173000.00,5.00
New Zealand,"International tourism, number of arrivals",3686000.00,7.00
Oman,"International tourism, number of arrivals",2301000.00,6.00
Pakistan,"International tourism, number of arrivals",966000.00,4.00
Panama,"International tourism, number of arrivals",1785000.00,5.00
Peru,"International tourism, number of arrivals",4419000.00,7.00
Philippines,"International tourism, number of arrivals",7168000.00,8.00
Papua New Guinea,"International tourism, number of arrivals",140000.00,1.00
Poland,"International tourism, number of arrivals",19622000.00,10.00
Puerto Rico,"International tourism, number of arrivals",3068000.00,7.00
North Korea,"International tourism, number of arrivals",,
Portugal,"International tourism, number of arrivals",16186000.00,9.00
Paraguay,"International tourism, number of arrivals",1181000.00,5.00
Palestine,"International tourism, number of arrivals",606000.00,3.00
French Polynesia,"International tourism, number of arrivals",216300.00,2.00
Qatar,"International tourism, number of arrivals",1819300.00,6.00
Romania,"International tourism, number of arrivals",11720000.00,9.00
Russia,"International tourism, number of arrivals",24551000.00,10.00
Rwanda,"International tourism, number of arrivals",932000.00,4.00
Saudi Arabia,"International tourism, number of arrivals",15334000.00,9.00
Sudan,"International tourism, number of arrivals",836000.00,4.00
Senegal,"International tourism, number of arrivals",1365000.00,5.00
Singapore,"International tourism, number of arrivals",14673000.00,9.00
Sierra Leone,"International tourism, number of arrivals",57000.00,1.00
El Salvador,"International tourism, number of arrivals",1677300.00,5.00
San Marino,"International tourism, number of arrivals",84000.00,1.00
Somalia,"International tourism, number of arrivals",,
Serbia,"International tourism, number of arrivals",1711000.00,5.00
South Sudan,"International tourism, number of arrivals",,
Suriname,"International tourism, number of arrivals",278000.00,2.00
Slovakia,"International tourism, number of arrivals",2256000.00,6.00
Slovenia,"International tourism, number of arrivals",4425000.00,7.00
Sweden,"International tourism, number of arrivals",7440000.00,8.00
Swaziland,"International tourism, number of arrivals",782000.00,4.00
Sint Maarten (Dutch part),"International tourism, number of arrivals",178000.00,2.00
Seychelles,"International tourism, number of arrivals",362000.00,3.00
Syria,"International tourism, number of arrivals",5070000.00,7.00
